Station;
569,00;0,04
570,00;0,04
571,00;0,00
572,00;0,07
573,00;0,07
574,00;0,15
575,00;0,15
576,00;0,11
577,00;0,11
578,00;0,15
579,00;0,15
580,00;0,11
581,00;0,11
582,00;0,07
583,00;-0,04
584,00;0,00
585,00;0,04
586,00;0,07
587,00;0,15
588,00;0,15
589,00;0,15
590,00;0,15
591,00;0,11
592,00;0,11
593,00;0,11
594,00;0,07
595,00;0,07
596,00;0,04
597,00;0,04
598,00;0,04
599,00;0,04
600,00;0,11
601,00;0,11
602,00;0,07
603,00;0,15
604,00;0,15
605,00;0,15
606,00;0,11
607,00;0,07
608,00;0,07
609,00;0,00
610,00;-0,04
611,00;0,07
612,00;0,07
613,00;0,07
614,00;0,11
615,00;0,07
616,00;0,11
617,00;0,15
618,00;0,11
619,00;0,15
620,00;0,07
621,00;0,04
622,00;0,00
623,00;-0,04
624,00;0,04
625,00;0,07
626,00;0,07
627,00;0,07
628,00;0,11
629,00;0,11
630,00;0,11
631,00;0,22
632,00;0,15
633,00;0,07
634,00;0,04
635,00;0,04
636,00;0,04
637,00;0,00
638,00;0,04
639,00;0,07
640,00;0,11
641,00;0,15
642,00;0,11
643,00;0,11
644,00;0,15
645,00;0,15
646,00;0,11
647,00;0,07
648,00;0,00
649,00;-0,04
650,00;0,00
651,00;0,07
652,00;0,04
653,00;0,11
654,00;0,15
655,00;0,15
656,00;0,11
657,00;0,11
658,00;0,15
659,00;0,07
660,00;0,11
661,00;0,04
662,00;0,00
663,00;0,00
664,00;0,07
665,00;0,04
666,00;0,11
667,00;0,11
668,00;0,15
669,00;0,15
670,00;0,11
671,00;0,15
672,00;0,11
673,00;0,15
674,00;0,07
675,00;0,07
676,00;0,00
677,00;0,07
678,00;0,15
679,00;0,15
680,00;0,11
681,00;0,15
682,00;0,15
683,00;0,15
684,00;0,15
685,00;0,15
686,00;0,04
687,00;0,07
688,00;0,04
689,00;0,04
690,00;0,07
691,00;0,07
692,00;0,18
693,00;0,11
694,00;0,11
695,00;0,15
696,00;0,18
697,00;0,15
698,00;0,15
699,00;0,15
700,00;0,07
701,00;0,00
702,00;0,11
703,00;0,07
704,00;0,11
705,00;0,11
706,00;0,15
707,00;0,18
708,00;0,18
709,00;0,18
710,00;0,15
711,00;0,15
712,00;0,07
713,00;0,07
714,00;0,04
715,00;0,07
716,00;0,04
717,00;0,04
718,00;0,07
719,00;0,18
720,00;0,11
721,00;0,15
722,00;0,15
723,00;0,15
724,00;0,15
725,00;0,11
726,00;0,07
727,00;0,11
728,00;0,04
729,00;0,04
730,00;0,11
731,00;0,11
732,00;0,15
733,00;0,11
734,00;0,15
735,00;0,18
736,00;0,18
737,00;0,15
738,00;0,11
739,00;0,11
740,00;0,04
741,00;0,00
742,00;0,04
743,00;0,04
744,00;0,15
745,00;0,11
746,00;0,07
747,00;0,11
748,00;0,11
749,00;0,18
750,00;0,22
751,00;0,11
752,00;0,11
753,00;0,07
754,00;0,07
755,00;0,07
756,00;0,07
757,00;0,07
758,00;0,15
759,00;0,18
760,00;0,15
761,00;0,18
762,00;0,18
763,00;0,15
764,00;0,15
765,00;0,11
766,00;0,07
767,00;0,07
768,00;0,04
769,00;0,11
770,00;0,11
771,00;0,11
772,00;0,15
773,00;0,15
774,00;0,18
775,00;0,22
776,00;0,18
777,00;0,18
778,00;0,15
779,00;0,07
780,00;0,07
781,00;0,11
782,00;0,11
783,00;0,11
784,00;0,15
785,00;0,15
786,00;0,18
787,00;0,15
788,00;0,22
789,00;0,18
790,00;0,15
791,00;0,15
792,00;0,04
793,00;0,07
794,00;0,07
795,00;0,07
796,00;0,07
797,00;0,15
798,00;0,15
799,00;0,18
800,00;0,18
801,00;0,15
802,00;0,18
803,00;0,18
804,00;0,04
805,00;0,04
806,00;0,00
807,00;0,00
808,00;0,11
809,00;0,04
810,00;0,07
811,00;0,11
812,00;0,15
813,00;0,15
814,00;0,15
815,00;0,15
816,00;0,15
817,00;0,11
818,00;0,04
819,00;0,00
820,00;0,04
821,00;0,00
822,00;0,11
823,00;0,11
824,00;0,11
825,00;0,15
826,00;0,15
827,00;0,15
828,00;0,11
829,00;0,11
830,00;0,07
831,00;0,11
832,00;0,00
833,00;0,04
834,00;0,00
835,00;0,04
836,00;0,07
837,00;0,11
838,00;0,15
839,00;0,11
840,00;0,11
841,00;0,15
842,00;0,07
843,00;0,04
844,00;0,04
845,00;0,00
846,00;0,04
847,00;0,04
848,00;0,04
849,00;0,07
850,00;0,11
851,00;0,07
852,00;0,11
853,00;0,07
854,00;0,07
855,00;0,11
856,00;0,07
857,00;0,04
858,00;0,00
859,00;-0,04
860,00;-0,04
861,00;0,04
862,00;0,04
863,00;0,07
864,00;0,15
865,00;0,07
866,00;0,15
867,00;0,15
868,00;0,07
869,00;0,07
870,00;0,04
871,00;0,07
872,00;-0,04
873,00;-0,07
874,00;0,00
875,00;0,00
876,00;0,11
877,00;0,07
878,00;0,11
879,00;0,11
880,00;0,18
881,00;0,11
882,00;0,07
883,00;0,07
884,00;0,04
885,00;0,00
886,00;-0,04
887,00;0,04
888,00;0,04
889,00;0,07
890,00;0,11
891,00;0,11
892,00;0,07
893,00;0,15
894,00;0,15
895,00;0,07
896,00;0,07
897,00;0,04
898,00;0,00
899,00;-0,07
900,00;0,04
901,00;0,04
902,00;0,11
903,00;0,11
904,00;0,15
905,00;0,11
906,00;0,11
907,00;0,15
908,00;0,07
909,00;0,07
910,00;0,11
911,00;0,00
912,00;0,00
913,00;0,00
914,00;0,00
915,00;0,07
916,00;0,11
917,00;0,07
918,00;0,22
919,00;0,18
920,00;0,11
921,00;0,07
922,00;0,07
923,00;0,04
924,00;0,04
925,00;0,00
926,00;-0,04
927,00;0,04
928,00;0,07
929,00;0,07
930,00;0,07
931,00;0,11
932,00;0,11
933,00;0,15
934,00;0,11
935,00;0,11
936,00;0,04
937,00;0,00
938,00;0,00
939,00;-0,04
940,00;0,11
941,00;0,15
942,00;0,15
943,00;0,18
944,00;0,11
945,00;0,11
946,00;0,11
947,00;0,11
948,00;0,11
949,00;0,07
950,00;-0,04
951,00;0,00
952,00;0,00
953,00;0,04
954,00;0,04
955,00;0,15
956,00;0,11
957,00;0,15
958,00;0,11
959,00;0,07
960,00;0,11
961,00;0,07
962,00;0,00
963,00;0,00
964,00;-0,04
965,00;0,00
966,00;0,11
967,00;0,11
968,00;0,11
969,00;0,15
970,00;0,07
971,00;0,11
972,00;0,15
973,00;0,15
974,00;0,07
975,00;0,04
976,00;0,00
977,00;0,00
978,00;0,00
979,00;-0,04
980,00;0,07
981,00;0,07
982,00;0,07
983,00;0,11
984,00;0,11
985,00;0,15
986,00;0,07
987,00;0,07
988,00;0,07
989,00;0,00
990,00;0,00
991,00;0,00
992,00;0,07
993,00;0,04
994,00;0,07
995,00;0,11
996,00;0,15
997,00;0,15
998,00;0,15
999,00;0,07
1000,00;0,07
1001,00;0,07
1002,00;0,04
1003,00;0,04
1004,00;0,00
1005,00;0,07
1006,00;0,11
1007,00;0,11
1008,00;0,11
1009,00;0,11
1010,00;0,07
1011,00;0,11
1012,00;0,11
1013,00;0,07
1014,00;0,07
1015,00;0,04
1016,00;0,00
1017,00;0,00
1018,00;0,07
1019,00;0,07
1020,00;0,07
1021,00;0,11
1022,00;0,11
1023,00;0,11
1024,00;0,15
1025,00;0,11
1026,00;0,11
1027,00;0,11
1028,00;0,07
1029,00;0,04
1030,00;0,00
1031,00;0,07
1032,00;0,07
1033,00;0,11
1034,00;0,11
1035,00;0,18
1036,00;0,15
1037,00;0,15
1038,00;0,18
1039,00;0,18
1040,00;0,11
1041,00;0,07
1042,00;0,07
1043,00;0,07
1044,00;0,07
1045,00;0,07
1046,00;0,11
1047,00;0,15
1048,00;0,15
1049,00;0,15
1050,00;0,18
1051,00;0,15
1052,00;0,11
1053,00;0,11
1054,00;0,11
1055,00;0,04
1056,00;0,07
1057,00;0,07
1058,00;0,15
1059,00;0,11
1060,00;0,15
1061,00;0,15
1062,00;0,22
1063,00;0,22
1064,00;0,18
1065,00;0,15
1066,00;0,15
1067,00;0,07
1068,00;0,04
1069,00;0,07
1070,00;0,04
1071,00;0,07
1072,00;0,15
1073,00;0,15
1074,00;0,15
1075,00;0,18
1076,00;0,18
1077,00;0,15
1078,00;0,18
1079,00;0,11
1080,00;0,04
1081,00;0,04
1082,00;0,00
1083,00;0,04
1084,00;0,04
1085,00;0,07
1086,00;0,15
1087,00;0,18
1088,00;0,07
1089,00;0,15
1090,00;0,22
1091,00;0,15
1092,00;0,15
1093,00;0,07
1094,00;0,00
1095,00;0,00
1096,00;0,07
1097,00;0,04
1098,00;0,15
1099,00;0,11
1100,00;0,15
1101,00;0,15
1102,00;0,11
1103,00;0,15
1104,00;0,15
1105,00;0,18
1106,00;0,07
1107,00;0,07
1108,00;0,04
1109,00;0,04
1110,00;0,15
1111,00;0,15
1112,00;0,15
1113,00;0,15
1114,00;0,11
1115,00;0,15
1116,00;0,22
1117,00;0,15
1118,00;0,15
1119,00;0,11
1120,00;0,07
1121,00;0,07
1122,00;0,07
1123,00;0,11
1124,00;0,15
1125,00;0,22
1126,00;0,22
1127,00;0,18
1128,00;0,22
1129,00;0,22
1130,00;0,18
1131,00;0,22
1132,00;0,15
1133,00;0,07
1134,00;0,15
1135,00;0,04
1136,00;0,04
1137,00;0,15
1138,00;0,22
1139,00;0,22
1140,00;0,22
1141,00;0,18
1142,00;0,29
1143,00;0,18
1144,00;0,18
1145,00;0,18
1146,00;0,11
1147,00;0,11
1148,00;0,11
1149,00;0,07
1150,00;0,07
1151,00;0,22
1152,00;0,18
1153,00;0,18
1154,00;0,18
1155,00;0,26
1156,00;0,18
1157,00;0,11
1158,00;0,22
1159,00;0,11
1160,00;0,07
1161,00;0,07
1162,00;0,07
1163,00;0,11
1164,00;0,15
1165,00;0,11
1166,00;0,15
1167,00;0,15
1168,00;0,22
1169,00;0,15
1170,00;0,07
1171,00;0,07
1172,00;0,07
1173,00;0,04
1174,00;0,00
1175,00;-0,04
1176,00;0,11
1177,00;0,15
1178,00;0,07
1179,00;0,15
1180,00;0,15
1181,00;0,15
1182,00;0,15
1183,00;0,11
1184,00;0,07
1185,00;0,07
1186,00;0,04
1187,00;-0,04
1188,00;0,00
1189,00;0,04
1190,00;0,07
1191,00;0,11
1192,00;0,07
1193,00;0,15
1194,00;0,15
1195,00;0,15
1196,00;0,15
1197,00;0,15
1198,00;0,07
1199,00;0,00
1200,00;0,00
1201,00;0,04
1202,00;0,04
1203,00;0,07
1204,00;0,11
1205,00;0,07
1206,00;0,15
1207,00;0,15
1208,00;0,11
1209,00;0,11
1210,00;0,11
1211,00;0,00
1212,00;0,00
1213,00;0,00
1214,00;0,07
1215,00;0,04
1216,00;0,07
1217,00;0,07
1218,00;0,15
1219,00;0,07
1220,00;0,11
1221,00;0,11
1222,00;0,11
1223,00;0,15
1224,00;0,00
1225,00;-0,04
1226,00;0,00
1227,00;0,04
1228,00;0,04
1229,00;0,07
1230,00;0,22
1231,00;0,22
1232,00;0,11
1233,00;0,11
1234,00;0,07
1235,00;0,15
1236,00;0,11
1237,00;0,04
1238,00;0,00
1239,00;0,00
1240,00;0,00
1241,00;0,04
1242,00;0,11
1243,00;0,11
1244,00;0,11
1245,00;0,15
1246,00;0,15
1247,00;0,15
1248,00;0,15
1249,00;0,11
1250,00;0,04
1251,00;0,00
1252,00;0,00
1253,00;0,00
1254,00;0,04
1255,00;0,04
1256,00;0,04
1257,00;0,11
1258,00;0,07
1259,00;0,15
1260,00;0,11
1261,00;0,11
1262,00;0,07
1263,00;0,11
1264,00;0,04
1265,00;0,04
1266,00;-0,04
1267,00;0,00
1268,00;0,07
1269,00;0,11
1270,00;0,11
1271,00;0,11
1272,00;0,11
1273,00;0,11
1274,00;0,07
1275,00;0,07
1276,00;0,07
1277,00;0,04
1278,00;0,00
1279,00;0,04
1280,00;0,04
1281,00;0,07
1282,00;0,07
1283,00;0,11
1284,00;0,11
1285,00;0,11
1286,00;0,15
1287,00;0,11
1288,00;0,11
1289,00;0,07
1290,00;0,04
1291,00;0,04
1292,00;0,00
1293,00;0,00
1294,00;0,07
1295,00;0,11
1296,00;0,11
1297,00;0,15
1298,00;0,11
1299,00;0,15
1300,00;0,11
1301,00;0,11
1302,00;0,15
1303,00;0,15
1304,00;-0,04
1305,00;0,00
1306,00;0,04
1307,00;0,11
1308,00;0,11
1309,00;0,11
1310,00;0,15
1311,00;0,11
1312,00;0,18
1313,00;0,15
1314,00;0,11
1315,00;0,07
1316,00;0,11
1317,00;0,07
1318,00;0,00
1319,00;0,00
1320,00;0,07
1321,00;0,11
1322,00;0,11
1323,00;0,11
1324,00;0,11
1325,00;0,11
1326,00;0,15
1327,00;0,11
1328,00;0,07
1329,00;0,07
1330,00;0,00
1331,00;0,00
1332,00;0,04
1333,00;0,07
1334,00;0,07
1335,00;0,11
1336,00;0,11
1337,00;0,15
1338,00;0,11
1339,00;0,07
1340,00;0,11
1341,00;0,07
1342,00;0,07
1343,00;0,00
1344,00;-0,04
1345,00;-0,04
1346,00;0,07
1347,00;0,07
1348,00;0,07
1349,00;0,07
1350,00;0,15
1351,00;0,15
1352,00;0,11
1353,00;0,11
1354,00;0,07
1355,00;0,07
1356,00;0,07
1357,00;0,00
1358,00;0,00
1359,00;0,04
1360,00;0,04
1361,00;0,11
1362,00;0,07
1363,00;0,15
1364,00;0,15
1365,00;0,11
1366,00;0,15
1367,00;0,15
1368,00;0,11
1369,00;0,04
1370,00;0,00
1371,00;0,04
1372,00;0,07
1373,00;0,11
1374,00;0,18
1375,00;0,22
1376,00;0,15
1377,00;0,18
1378,00;0,22
1379,00;0,18
1380,00;0,15
1381,00;0,15
1382,00;0,11
1383,00;0,04
1384,00;0,07
1385,00;0,07
1386,00;0,15
1387,00;0,15
1388,00;0,15
1389,00;0,15
1390,00;0,18
1391,00;0,22
1392,00;0,15
1393,00;0,15
1394,00;0,15
1395,00;0,04
1396,00;0,04
1397,00;0,07
1398,00;0,11
1399,00;0,11
1400,00;0,11
1401,00;0,15
1402,00;0,15
1403,00;0,18
1404,00;0,15
1405,00;0,18
1406,00;0,11
1407,00;0,07
1408,00;0,11
1409,00;0,00
1410,00;0,00
1411,00;0,04
1412,00;0,07
1413,00;0,15
1414,00;0,11
1415,00;0,15
1416,00;0,15
1417,00;0,18
1418,00;0,15
1419,00;0,15
1420,00;0,15
1421,00;0,07
1422,00;0,11
1423,00;0,07
1424,00;0,04
1425,00;0,07
1426,00;0,07
1427,00;0,11
1428,00;0,11
1429,00;0,15
1430,00;0,15
1431,00;0,15
1432,00;0,22
1433,00;0,15
1434,00;0,11
1435,00;0,04
1436,00;0,04
1437,00;0,04
1438,00;0,11
1439,00;0,15
1440,00;0,11
1441,00;0,15
1442,00;0,15
1443,00;0,15
1444,00;0,18
1445,00;0,15
1446,00;0,18
1447,00;0,11
1448,00;0,07
1449,00;0,07
1450,00;0,07
1451,00;0,11
1452,00;0,07
1453,00;0,11
1454,00;0,18
1455,00;0,11
1456,00;0,18
1457,00;0,18
1458,00;0,15
1459,00;0,11
1460,00;0,11
1461,00;0,11
1462,00;0,07
1463,00;0,07
1464,00;0,15
1465,00;0,18
1466,00;0,18
1467,00;0,22
1468,00;0,22
1469,00;0,22
1470,00;0,29
1471,00;0,22
1472,00;0,18
1473,00;0,15
1474,00;0,15
1475,00;0,15
1476,00;0,15
1477,00;0,15
1478,00;0,18
1479,00;0,18
1480,00;0,22
1481,00;0,22
1482,00;0,22
1483,00;0,22
1484,00;0,18
1485,00;0,22
1486,00;0,15
1487,00;0,15
1488,00;0,15
1489,00;0,11
1490,00;0,15
1491,00;0,22
1492,00;0,22
1493,00;0,22
1494,00;0,22
1495,00;0,29
1496,00;0,26
1497,00;0,22
1498,00;0,18
1499,00;0,15
1500,00;0,11
1501,00;0,11
1502,00;0,11
1503,00;0,15
1504,00;0,15
1505,00;0,22
1506,00;0,22
1507,00;0,22
1508,00;0,26
1509,00;0,22
1510,00;0,26
1511,00;0,22
1512,00;0,11
1513,00;0,15
1514,00;0,07
1515,00;0,07
1516,00;0,11
1517,00;0,07
1518,00;0,18
1519,00;0,18
1520,00;0,11
1521,00;0,11
1522,00;0,15
1523,00;0,18
1524,00;0,15
1525,00;0,07
1526,00;0,07
1527,00;-0,04
1528,00;0,00
1529,00;0,04
1530,00;0,07
1531,00;0,11
1532,00;0,11
1533,00;0,15
1534,00;0,11
1535,00;0,11
1536,00;0,11
1537,00;0,15
1538,00;0,11
1539,00;0,11
1540,00;-0,04
1541,00;0,00
1542,00;0,11
1543,00;0,11
1544,00;0,07
1545,00;0,11
1546,00;0,15
1547,00;0,15
1548,00;0,11
1549,00;0,15
1550,00;0,15
1551,00;0,11
1552,00;0,04
1553,00;0,00
1554,00;0,00
1555,00;0,00
1556,00;0,07
1557,00;0,04
1558,00;0,11
1559,00;0,11
1560,00;0,11
1561,00;0,15
1562,00;0,11
1563,00;0,07
1564,00;0,04
1565,00;0,04
1566,00;0,04
1567,00;0,04
1568,00;0,04
1569,00;0,04
1570,00;0,07
1571,00;0,11
1572,00;0,15
1573,00;0,11
1574,00;0,11
1575,00;0,11
1576,00;0,15
1577,00;0,11
1578,00;0,11
1579,00;0,04
1580,00;0,00
1581,00;-0,04
1582,00;0,04
1583,00;0,07
1584,00;0,07
1585,00;0,11
1586,00;0,07
1587,00;0,07
1588,00;0,11
1589,00;0,11
1590,00;0,07
1591,00;0,11
1592,00;0,04
1593,00;0,00
1594,00;-0,07
1595,00;0,00
1596,00;0,11
1597,00;0,11
1598,00;0,07
1599,00;0,15
1600,00;0,15
1601,00;0,11
1602,00;0,11
1603,00;0,11
1604,00;0,07
1605,00;0,00
1606,00;0,00
1607,00;0,00
1608,00;0,00
1609,00;0,07
1610,00;0,07
1611,00;0,11
1612,00;0,07
1613,00;0,11
1614,00;0,18
1615,00;0,22
1616,00;0,15
1617,00;0,04
1618,00;0,04
1619,00;0,04
1620,00;-0,04
1621,00;-0,04
1622,00;0,07
1623,00;0,07
1624,00;0,11
1625,00;0,11
1626,00;0,15
1627,00;0,15
1628,00;0,15
1629,00;0,18
1630,00;0,15
1631,00;0,11
1632,00;0,07
1633,00;0,07
1634,00;0,07
1635,00;0,11
1636,00;0,11
1637,00;0,18
1638,00;0,18
1639,00;0,22
1640,00;0,22
1641,00;0,15
1642,00;0,15
1643,00;0,15
1644,00;0,07
1645,00;0,04
1646,00;0,11
1647,00;0,07
1648,00;0,07
1649,00;0,15
1650,00;0,15
1651,00;0,18
1652,00;0,22
