Station;
211,00;0,07
212,00;0,22
213,00;0,22
214,00;0,04
215,00;0,07
216,00;0,07
217,00;0,04
218,00;0,00
219,00;0,00
220,00;0,00
221,00;0,11
222,00;0,07
223,00;0,07
224,00;0,11
225,00;0,15
226,00;0,18
227,00;0,15
228,00;0,11
229,00;0,11
230,00;0,04
231,00;0,00
232,00;0,04
233,00;0,04
234,00;0,11
235,00;0,07
236,00;0,15
237,00;0,15
238,00;0,11
239,00;0,11
240,00;0,11
241,00;0,07
242,00;0,07
243,00;0,04
244,00;0,04
245,00;0,04
246,00;0,15
247,00;0,15
248,00;0,15
249,00;0,15
250,00;0,15
251,00;0,15
252,00;0,18
253,00;0,18
254,00;0,15
255,00;0,15
256,00;0,04
257,00;0,07
258,00;0,07
259,00;0,11
260,00;0,22
261,00;0,15
262,00;0,15
263,00;0,15
264,00;0,22
265,00;0,18
266,00;0,15
267,00;0,11
268,00;0,07
269,00;0,07
270,00;0,00
271,00;0,11
272,00;0,11
273,00;0,07
274,00;0,11
275,00;0,11
276,00;0,15
277,00;0,18
278,00;0,15
279,00;0,11
280,00;0,11
281,00;0,11
282,00;0,04
283,00;0,00
284,00;0,15
285,00;0,07
286,00;0,07
287,00;0,11
288,00;0,15
289,00;0,22
290,00;0,15
291,00;0,15
292,00;0,18
293,00;0,11
294,00;0,07
295,00;0,04
296,00;0,04
297,00;0,04
298,00;0,07
299,00;0,11
300,00;0,07
301,00;0,07
302,00;0,15
303,00;0,15
304,00;0,15
305,00;0,11
306,00;0,11
307,00;0,11
308,00;0,11
309,00;0,04
310,00;0,00
311,00;0,04
312,00;0,11
313,00;0,07
314,00;0,15
315,00;0,15
316,00;0,15
317,00;0,15
318,00;0,15
319,00;0,15
320,00;0,11
321,00;0,04
322,00;0,00
323,00;0,04
324,00;0,00
325,00;0,07
326,00;0,07
327,00;0,11
328,00;0,11
329,00;0,11
330,00;0,11
331,00;0,15
332,00;0,15
333,00;0,11
334,00;0,11
335,00;0,00
336,00;0,00
337,00;0,00
338,00;0,11
339,00;0,11
340,00;0,07
341,00;0,11
342,00;0,11
343,00;0,15
344,00;0,15
345,00;0,15
346,00;0,07
347,00;0,07
348,00;0,04
349,00;-0,04
350,00;-0,04
351,00;0,04
352,00;0,07
353,00;0,11
354,00;0,11
355,00;0,11
356,00;0,15
357,00;0,15
358,00;0,07
359,00;0,07
360,00;0,07
361,00;0,04
362,00;0,00
363,00;0,00
364,00;0,04
365,00;0,07
366,00;0,11
367,00;0,07
368,00;0,11
369,00;0,15
370,00;0,15
371,00;0,11
372,00;0,11
373,00;0,04
374,00;0,04
375,00;0,00
376,00;-0,04
377,00;0,00
378,00;0,04
379,00;0,15
380,00;0,11
381,00;0,11
382,00;0,15
383,00;0,11
384,00;0,11
385,00;0,15
386,00;0,07
387,00;0,00
388,00;0,00
389,00;0,04
390,00;0,07
391,00;0,07
392,00;0,07
393,00;0,11
394,00;0,15
395,00;0,15
396,00;0,11
397,00;0,07
398,00;0,07
399,00;0,11
400,00;0,04
401,00;-0,04
402,00;0,00
403,00;0,07
404,00;0,15
405,00;0,15
406,00;0,07
407,00;0,11
408,00;0,11
409,00;0,15
410,00;0,15
411,00;0,07
412,00;0,04
413,00;0,07
414,00;0,00
415,00;0,00
416,00;0,00
417,00;0,07
418,00;0,07
419,00;0,11
420,00;0,15
421,00;0,07
422,00;0,15
423,00;0,11
424,00;0,11
425,00;0,11
426,00;0,04
427,00;-0,07
428,00;0,00
429,00;0,04
430,00;0,04
431,00;0,04
432,00;0,15
433,00;0,15
434,00;0,07
435,00;0,15
436,00;0,15
437,00;0,15
438,00;0,07
439,00;0,04
440,00;0,04
441,00;0,04
442,00;0,00
443,00;0,07
444,00;0,07
445,00;0,11
446,00;0,15
447,00;0,15
448,00;0,11
449,00;0,11
450,00;0,07
451,00;0,07
452,00;0,11
453,00;0,04
454,00;0,04
455,00;0,00
456,00;0,11
457,00;0,11
458,00;0,07
459,00;0,07
460,00;0,15
461,00;0,15
462,00;0,15
463,00;0,11
464,00;0,07
465,00;0,07
466,00;0,04
467,00;0,04
468,00;0,04
469,00;0,00
470,00;0,07
471,00;0,15
472,00;0,11
473,00;0,11
474,00;0,11
475,00;0,15
476,00;0,15
477,00;0,11
478,00;0,00
479,00;0,00
480,00;0,00
481,00;0,00
482,00;0,04
483,00;0,04
484,00;0,15
485,00;0,11
486,00;0,07
487,00;0,11
488,00;0,15
489,00;0,15
490,00;0,07
491,00;0,11
492,00;0,04
493,00;0,04
494,00;0,00
495,00;0,07
496,00;0,11
497,00;0,15
498,00;0,11
499,00;0,18
500,00;0,18
501,00;0,26
502,00;0,11
503,00;0,07
504,00;0,11
505,00;0,04
506,00;0,00
507,00;0,04
508,00;0,04
509,00;0,15
510,00;0,15
511,00;0,11
512,00;0,11
513,00;0,15
514,00;0,15
515,00;0,15
516,00;0,07
517,00;0,07
518,00;0,07
519,00;0,04
520,00;0,07
521,00;0,07
522,00;0,07
523,00;0,07
524,00;0,15
525,00;0,15
526,00;0,15
527,00;0,15
528,00;0,11
529,00;0,18
530,00;0,04
531,00;0,04
532,00;0,04
533,00;0,00
534,00;0,11
535,00;0,11
536,00;0,11
537,00;0,07
538,00;0,15
539,00;0,15
540,00;0,11
541,00;0,11
542,00;0,11
543,00;0,07
544,00;0,00
545,00;-0,04
546,00;0,00
547,00;0,07
548,00;0,11
549,00;0,18
550,00;0,11
551,00;0,07
552,00;0,07
553,00;0,15
554,00;0,15
555,00;0,15
556,00;0,07
557,00;0,07
558,00;0,07
559,00;0,07
560,00;0,00
561,00;0,11
562,00;0,11
563,00;0,15
564,00;0,15
565,00;0,18
566,00;0,15
567,00;0,15
568,00;0,11
569,00;0,11
570,00;0,11
571,00;0,04
572,00;0,04
573,00;0,11
574,00;0,04
575,00;0,18
576,00;0,18
577,00;0,11
578,00;0,15
579,00;0,11
580,00;0,15
581,00;0,11
582,00;0,15
583,00;0,04
584,00;0,07
585,00;0,00
586,00;0,07
587,00;0,11
588,00;0,11
589,00;0,15
590,00;0,15
591,00;0,15
592,00;0,18
593,00;0,15
594,00;0,18
595,00;0,11
596,00;0,15
597,00;0,11
598,00;0,00
599,00;0,04
600,00;0,07
601,00;0,15
602,00;0,11
603,00;0,15
604,00;0,15
605,00;0,22
606,00;0,15
607,00;0,11
608,00;0,15
609,00;0,07
610,00;0,04
611,00;0,07
612,00;0,04
613,00;0,07
614,00;0,18
615,00;0,15
616,00;0,11
617,00;0,15
618,00;0,15
619,00;0,15
620,00;0,22
621,00;0,18
622,00;0,11
623,00;0,11
624,00;0,04
625,00;0,11
626,00;0,07
627,00;0,07
628,00;0,15
629,00;0,15
630,00;0,15
631,00;0,15
632,00;0,18
633,00;0,15
634,00;0,11
635,00;0,11
636,00;0,07
637,00;0,07
638,00;0,00
639,00;0,04
640,00;0,15
641,00;0,15
642,00;0,15
643,00;0,15
644,00;0,22
645,00;0,29
646,00;0,15
647,00;0,22
648,00;0,15
649,00;0,15
650,00;0,11
651,00;0,04
652,00;0,15
653,00;0,22
654,00;0,15
655,00;0,18
656,00;0,18
657,00;0,15
658,00;0,22
659,00;0,15
660,00;0,11
661,00;0,15
662,00;0,15
663,00;0,04
664,00;0,00
665,00;0,07
666,00;0,07
667,00;0,15
668,00;0,18
669,00;0,15
670,00;0,11
671,00;0,15
672,00;0,11
673,00;0,11
674,00;0,11
675,00;0,07
676,00;0,00
677,00;0,00
678,00;0,00
679,00;0,11
680,00;0,11
681,00;0,11
682,00;0,15
683,00;0,18
684,00;0,15
685,00;0,18
686,00;0,07
687,00;0,11
688,00;0,11
689,00;0,00
690,00;-0,04
691,00;-0,04
692,00;0,11
693,00;0,07
694,00;0,11
695,00;0,15
696,00;0,11
697,00;0,15
698,00;0,15
699,00;0,11
700,00;0,11
701,00;0,04
702,00;0,07
703,00;0,00
704,00;0,00
705,00;0,07
706,00;0,11
707,00;0,11
708,00;0,15
709,00;0,11
710,00;0,15
711,00;0,15
712,00;0,11
713,00;0,11
714,00;0,07
715,00;0,04
716,00;0,04
717,00;0,04
718,00;0,00
719,00;0,07
720,00;0,15
721,00;0,15
722,00;0,07
723,00;0,07
724,00;0,15
725,00;0,11
726,00;0,04
727,00;0,07
728,00;0,00
729,00;0,00
730,00;0,00
731,00;0,04
732,00;0,04
733,00;0,11
734,00;0,15
735,00;0,15
736,00;0,15
737,00;0,15
738,00;0,11
739,00;0,11
740,00;0,07
741,00;0,07
742,00;0,00
743,00;0,00
744,00;0,00
745,00;0,07
746,00;0,11
747,00;0,07
748,00;0,11
749,00;0,15
750,00;0,15
751,00;0,11
752,00;0,11
753,00;0,11
754,00;0,04
755,00;0,00
756,00;0,00
757,00;0,00
758,00;0,07
759,00;0,11
760,00;0,11
761,00;0,11
762,00;0,15
763,00;0,15
764,00;0,15
765,00;0,11
766,00;0,07
767,00;0,11
768,00;0,04
769,00;0,04
770,00;0,04
771,00;0,07
772,00;0,11
773,00;0,11
774,00;0,11
775,00;0,15
776,00;0,15
777,00;0,15
778,00;0,11
779,00;0,07
780,00;0,07
781,00;0,00
782,00;0,00
783,00;0,00
784,00;0,04
785,00;0,07
786,00;0,15
787,00;0,11
788,00;0,11
789,00;0,11
790,00;0,11
791,00;0,11
792,00;0,11
793,00;0,07
794,00;0,04
795,00;-0,04
796,00;-0,04
797,00;0,07
798,00;0,07
799,00;0,07
800,00;0,11
801,00;0,11
802,00;0,15
803,00;0,18
804,00;0,11
805,00;0,11
806,00;0,11
807,00;0,00
808,00;-0,04
809,00;-0,04
810,00;0,04
811,00;0,11
812,00;0,07
813,00;0,15
814,00;0,15
815,00;0,15
816,00;0,15
817,00;0,15
818,00;0,11
819,00;0,04
820,00;0,00
821,00;0,00
822,00;0,07
823,00;0,07
824,00;0,07
825,00;0,11
826,00;0,11
827,00;0,15
828,00;0,11
829,00;0,15
830,00;0,07
831,00;0,11
832,00;0,11
833,00;0,00
834,00;0,00
835,00;0,00
836,00;0,07
837,00;0,11
838,00;0,11
839,00;0,11
840,00;0,11
841,00;0,15
842,00;0,15
843,00;0,07
844,00;0,07
845,00;0,11
846,00;0,07
847,00;0,00
848,00;0,00
849,00;0,11
850,00;0,11
851,00;0,11
852,00;0,15
853,00;0,18
854,00;0,15
855,00;0,15
856,00;0,15
857,00;0,11
858,00;0,07
859,00;0,04
860,00;0,07
861,00;0,07
862,00;0,04
863,00;0,11
864,00;0,11
865,00;0,15
866,00;0,15
867,00;0,15
868,00;0,18
869,00;0,15
870,00;0,11
871,00;0,07
872,00;0,07
873,00;0,00
874,00;0,07
875,00;0,07
876,00;0,04
877,00;0,11
878,00;0,15
879,00;0,15
880,00;0,18
881,00;0,18
882,00;0,15
883,00;0,15
884,00;0,11
885,00;0,07
886,00;0,07
887,00;0,00
888,00;0,07
889,00;0,15
890,00;0,15
891,00;0,15
892,00;0,11
893,00;0,15
894,00;0,18
895,00;0,15
896,00;0,15
897,00;0,07
898,00;0,07
899,00;0,04
900,00;0,07
901,00;0,07
902,00;0,07
903,00;0,15
904,00;0,07
905,00;0,11
906,00;0,11
907,00;0,15
908,00;0,22
909,00;0,15
910,00;0,07
911,00;0,04
912,00;0,04
913,00;-0,04
914,00;0,07
915,00;0,11
916,00;0,11
917,00;0,11
918,00;0,15
919,00;0,18
920,00;0,18
921,00;0,18
922,00;0,18
923,00;0,22
924,00;0,15
925,00;0,07
926,00;0,04
927,00;0,07
928,00;0,11
929,00;0,07
930,00;0,11
931,00;0,22
932,00;0,22
933,00;0,18
934,00;0,18
935,00;0,15
936,00;0,15
937,00;0,11
938,00;0,04
939,00;0,04
940,00;0,00
941,00;0,15
942,00;0,15
943,00;0,15
944,00;0,15
945,00;0,15
946,00;0,15
947,00;0,15
948,00;0,15
949,00;0,11
950,00;0,15
951,00;0,11
952,00;0,04
953,00;0,04
954,00;0,11
955,00;0,11
956,00;0,22
957,00;0,15
958,00;0,18
959,00;0,18
960,00;0,18
961,00;0,18
962,00;0,07
963,00;0,07
964,00;0,07
965,00;0,07
966,00;0,04
967,00;0,11
968,00;0,11
969,00;0,11
970,00;0,18
971,00;0,15
972,00;0,18
973,00;0,18
974,00;0,15
975,00;0,15
976,00;0,11
977,00;0,04
978,00;0,04
979,00;0,07
980,00;0,00
981,00;0,15
982,00;0,15
983,00;0,18
984,00;0,18
985,00;0,18
986,00;0,18
987,00;0,18
988,00;0,18
989,00;0,15
990,00;0,15
991,00;0,04
992,00;0,07
993,00;0,18
994,00;0,18
995,00;0,15
996,00;0,22
997,00;0,18
998,00;0,18
999,00;0,22
1000,00;0,18
1001,00;0,18
1002,00;0,18
1003,00;0,07
1004,00;0,07
1005,00;0,22
1006,00;0,04
1007,00;0,15
1008,00;0,26
1009,00;0,18
1010,00;0,22
1011,00;0,18
1012,00;0,26
1013,00;0,22
1014,00;0,22
1015,00;0,15
1016,00;0,11
1017,00;0,07
1018,00;0,07
1019,00;0,07
1020,00;0,11
1021,00;0,11
1022,00;0,18
1023,00;0,15
1024,00;0,11
1025,00;0,22
1026,00;0,15
1027,00;0,11
1028,00;0,11
1029,00;0,11
1030,00;0,04
1031,00;0,11
1032,00;0,04
1033,00;0,07
1034,00;0,11
1035,00;0,15
1036,00;0,15
1037,00;0,18
1038,00;0,15
1039,00;0,15
1040,00;0,15
1041,00;0,11
1042,00;0,11
1043,00;0,07
1044,00;0,04
1045,00;0,07
1046,00;0,07
1047,00;0,11
1048,00;0,15
1049,00;0,11
1050,00;0,11
1051,00;0,15
1052,00;0,22
1053,00;0,18
1054,00;0,11
1055,00;0,07
1056,00;0,04
1057,00;0,00
1058,00;0,04
1059,00;0,07
1060,00;0,07
1061,00;0,07
1062,00;0,15
1063,00;0,11
1064,00;0,15
1065,00;0,18
1066,00;0,15
1067,00;0,11
1068,00;0,07
1069,00;0,04
1070,00;0,00
1071,00;0,00
1072,00;0,04
1073,00;0,07
1074,00;0,11
1075,00;0,11
1076,00;0,18
1077,00;0,07
1078,00;0,07
1079,00;0,15
1080,00;0,11
1081,00;0,07
1082,00;0,04
1083,00;0,04
1084,00;0,00
1085,00;0,07
1086,00;0,07
1087,00;0,11
1088,00;0,11
1089,00;0,11
1090,00;0,15
1091,00;0,18
1092,00;0,11
1093,00;0,11
1094,00;0,11
1095,00;0,04
1096,00;0,00
1097,00;0,04
1098,00;0,07
1099,00;0,07
1100,00;0,15
1101,00;0,15
1102,00;0,11
1103,00;0,15
1104,00;0,11
1105,00;0,11
1106,00;0,11
1107,00;0,04
1108,00;0,00
1109,00;0,00
1110,00;0,00
1111,00;0,04
1112,00;0,04
1113,00;0,04
1114,00;0,07
1115,00;0,11
1116,00;0,11
1117,00;0,15
1118,00;0,07
1119,00;0,07
1120,00;0,07
1121,00;0,00
1122,00;-0,04
1123,00;0,00
1124,00;0,04
1125,00;0,07
1126,00;0,07
1127,00;0,11
1128,00;0,11
1129,00;0,11
1130,00;0,15
1131,00;0,15
1132,00;0,15
1133,00;0,11
1134,00;0,07
1135,00;0,07
1136,00;0,04
1137,00;0,04
1138,00;0,04
1139,00;0,07
1140,00;0,11
1141,00;0,11
1142,00;0,07
1143,00;0,15
1144,00;0,15
1145,00;0,11
1146,00;0,04
1147,00;0,07
1148,00;0,07
1149,00;0,00
1150,00;0,00
1151,00;0,07
1152,00;0,04
1153,00;0,15
1154,00;0,11
1155,00;0,11
1156,00;0,15
1157,00;0,11
1158,00;0,11
1159,00;0,07
1160,00;0,07
1161,00;0,04
1162,00;0,00
1163,00;0,07
1164,00;0,07
1165,00;0,11
1166,00;0,11
1167,00;0,18
1168,00;0,15
1169,00;0,15
1170,00;0,15
1171,00;0,11
1172,00;0,11
1173,00;0,11
1174,00;0,04
1175,00;-0,04
1176,00;0,00
1177,00;0,07
1178,00;0,07
1179,00;0,07
1180,00;0,11
1181,00;0,11
1182,00;0,15
1183,00;0,15
1184,00;0,11
1185,00;0,11
1186,00;0,11
1187,00;0,07
1188,00;0,00
1189,00;0,04
1190,00;0,07
1191,00;0,11
1192,00;0,11
1193,00;0,11
1194,00;0,11
1195,00;0,15
1196,00;0,15
1197,00;0,15
1198,00;0,11
1199,00;0,07
1200,00;0,07
1201,00;0,00
1202,00;0,00
1203,00;0,07
1204,00;0,11
1205,00;0,07
1206,00;0,15
1207,00;0,07
1208,00;0,07
1209,00;0,11
1210,00;0,15
1211,00;0,07
1212,00;0,07
1213,00;0,04
1214,00;-0,04
1215,00;0,00
1216,00;0,07
1217,00;0,11
1218,00;0,11
1219,00;0,11
1220,00;0,18
1221,00;0,15
1222,00;0,15
1223,00;0,15
1224,00;0,07
1225,00;0,11
1226,00;0,07
1227,00;-0,04
1228,00;-0,04
1229,00;0,04
1230,00;0,11
1231,00;0,07
1232,00;0,15
1233,00;0,11
1234,00;0,15
1235,00;0,15
1236,00;0,11
1237,00;0,11
1238,00;0,07
1239,00;0,07
1240,00;0,00
1241,00;0,00
1242,00;0,04
1243,00;0,07
1244,00;0,11
1245,00;0,15
1246,00;0,15
1247,00;0,15
1248,00;0,18
1249,00;0,18
1250,00;0,11
1251,00;0,11
1252,00;0,04
1253,00;0,00
1254,00;0,07
1255,00;0,04
1256,00;0,04
1257,00;0,11
1258,00;0,11
1259,00;0,11
1260,00;0,11
1261,00;0,11
1262,00;0,15
1263,00;0,07
1264,00;0,11
1265,00;0,07
1266,00;0,00
1267,00;0,00
1268,00;0,11
1269,00;0,07
1270,00;0,07
1271,00;0,07
1272,00;0,15
1273,00;0,11
1274,00;0,15
1275,00;0,15
1276,00;0,11
1277,00;0,11
1278,00;0,07
1279,00;0,04
1280,00;0,04
1281,00;0,04
1282,00;0,04
1283,00;0,07
1284,00;0,15
1285,00;0,15
1286,00;0,15
1287,00;0,11
1288,00;0,18
1289,00;0,11
1290,00;0,11
1291,00;0,11
1292,00;0,04
1293,00;0,00
1294,00;0,00
1295,00;0,07
1296,00;0,11
1297,00;0,11
1298,00;0,11
1299,00;0,11
1300,00;0,15
1301,00;0,15
1302,00;0,11
1303,00;0,07
1304,00;0,07
1305,00;0,04
1306,00;0,00
1307,00;0,04
1308,00;0,07
1309,00;0,07
1310,00;0,15
1311,00;0,11
1312,00;0,11
1313,00;0,15
1314,00;0,18
1315,00;0,07
1316,00;0,18
1317,00;0,11
1318,00;0,07
1319,00;0,00
1320,00;-0,04
1321,00;0,07
1322,00;0,07
1323,00;0,07
1324,00;0,15
1325,00;0,15
1326,00;0,18
1327,00;0,15
1328,00;0,15
1329,00;0,15
1330,00;0,11
1331,00;0,11
1332,00;0,00
1333,00;0,00
1334,00;0,07
1335,00;0,11
1336,00;0,15
1337,00;0,15
1338,00;0,18
1339,00;0,15
1340,00;0,22
1341,00;0,22
1342,00;0,15
1343,00;0,15
1344,00;0,07
1345,00;0,04
1346,00;0,11
1347,00;0,07
1348,00;0,15
1349,00;0,15
1350,00;0,22
1351,00;0,18
1352,00;0,22
1353,00;0,22
1354,00;0,15
1355,00;0,18
1356,00;0,15
1357,00;0,07
1358,00;0,07
1359,00;0,15
1360,00;0,11
1361,00;0,15
1362,00;0,18
1363,00;0,15
1364,00;0,18
1365,00;0,29
1366,00;0,22
1367,00;0,18
1368,00;0,18
1369,00;0,11
1370,00;0,07
1371,00;0,11
1372,00;0,04
1373,00;0,07
1374,00;0,11
1375,00;0,18
1376,00;0,22
1377,00;0,18
1378,00;0,22
1379,00;0,15
1380,00;0,15
1381,00;0,15
1382,00;0,15
1383,00;0,07
1384,00;0,07
1385,00;0,04
1386,00;0,07
1387,00;0,07
1388,00;0,15
1389,00;0,15
1390,00;0,15
1391,00;0,15
1392,00;0,15
1393,00;0,18
1394,00;0,15
1395,00;0,07
1396,00;0,07
1397,00;0,04
1398,00;0,04
1399,00;0,04
1400,00;0,07
1401,00;0,11
1402,00;0,15
1403,00;0,15
1404,00;0,15
1405,00;0,11
1406,00;0,15
1407,00;0,11
1408,00;0,07
1409,00;0,00
1410,00;0,00
1411,00;0,00
1412,00;0,04
1413,00;0,07
1414,00;0,07
1415,00;0,07
1416,00;0,15
1417,00;0,15
1418,00;0,15
1419,00;0,11
1420,00;0,11
1421,00;0,11
1422,00;0,04
1423,00;0,04
1424,00;-0,04
1425,00;0,07
1426,00;0,07
1427,00;0,07
1428,00;0,15
1429,00;0,15
1430,00;0,11
1431,00;0,11
1432,00;0,15
1433,00;0,07
1434,00;0,07
1435,00;0,04
1436,00;0,04
1437,00;0,04
1438,00;0,00
1439,00;0,04
1440,00;0,07
1441,00;0,15
1442,00;0,11
1443,00;0,07
1444,00;0,15
1445,00;0,11
1446,00;0,15
1447,00;0,11
1448,00;0,07
1449,00;0,00
1450,00;0,00
1451,00;0,00
1452,00;0,04
1453,00;0,07
1454,00;0,11
1455,00;0,11
1456,00;0,11
1457,00;0,11
1458,00;0,15
1459,00;0,15
1460,00;0,15
1461,00;0,07
1462,00;0,04
1463,00;-0,04
1464,00;0,00
1465,00;0,04
1466,00;0,11
1467,00;0,07
1468,00;0,11
1469,00;0,11
1470,00;0,07
1471,00;0,11
1472,00;0,15
1473,00;0,07
1474,00;0,04
1475,00;0,04
1476,00;0,00
1477,00;0,00
1478,00;0,00
1479,00;0,07
1480,00;0,11
1481,00;0,11
1482,00;0,11
1483,00;0,18
1484,00;0,15
1485,00;0,15
1486,00;0,07
1487,00;0,07
1488,00;0,07
1489,00;0,00
1490,00;-0,04
1491,00;0,04
1492,00;0,11
1493,00;0,07
1494,00;0,07
1495,00;0,07
1496,00;0,15
1497,00;0,15
1498,00;0,11
1499,00;0,07
1500,00;0,07
1501,00;0,07
1502,00;0,00
1503,00;0,00
1504,00;0,00
1505,00;0,07
1506,00;0,15
1507,00;0,07
1508,00;0,15
1509,00;0,15
1510,00;0,11
1511,00;0,15
1512,00;0,11
1513,00;0,11
1514,00;0,07
1515,00;0,04
1516,00;0,00
1517,00;0,04
1518,00;0,07
1519,00;0,11
1520,00;0,15
1521,00;0,15
1522,00;0,15
1523,00;0,15
1524,00;0,15
1525,00;0,11
1526,00;0,11
1527,00;0,04
1528,00;0,00
1529,00;0,00
1530,00;0,00
1531,00;0,07
1532,00;0,11
1533,00;0,15
1534,00;0,15
1535,00;0,11
1536,00;0,11
1537,00;0,15
1538,00;0,15
1539,00;0,15
1540,00;0,07
1541,00;0,04
1542,00;0,00
1543,00;0,00
1544,00;0,00
1545,00;0,07
1546,00;0,11
1547,00;0,11
1548,00;0,07
1549,00;0,15
1550,00;0,15
1551,00;0,15
1552,00;0,11
1553,00;0,07
1554,00;0,04
1555,00;0,00
1556,00;0,04
1557,00;0,04
1558,00;0,04
1559,00;0,07
1560,00;0,15
1561,00;0,11
1562,00;0,11
1563,00;0,18
1564,00;0,15
1565,00;0,07
1566,00;0,07
1567,00;0,00
1568,00;0,04
1569,00;0,00
1570,00;0,07
1571,00;0,11
1572,00;0,15
1573,00;0,15
1574,00;0,11
1575,00;0,11
1576,00;0,15
1577,00;0,15
1578,00;0,11
1579,00;0,07
1580,00;0,04
1581,00;0,07
1582,00;-0,04
1583,00;0,04
1584,00;0,07
1585,00;0,11
1586,00;0,11
1587,00;0,11
1588,00;0,15
1589,00;0,15
1590,00;0,15
1591,00;0,11
1592,00;0,07
1593,00;0,04
1594,00;0,07
1595,00;0,00
1596,00;-0,04
1597,00;0,07
1598,00;0,07
1599,00;0,15
1600,00;0,11
1601,00;0,07
1602,00;0,18
1603,00;0,11
1604,00;0,18
1605,00;0,15
1606,00;0,07
1607,00;0,00
1608,00;0,00
1609,00;0,11
1610,00;0,11
1611,00;0,11
1612,00;0,11
1613,00;0,15
1614,00;0,15
1615,00;0,15
1616,00;0,15
1617,00;0,11
1618,00;0,11
1619,00;0,07
1620,00;0,07
1621,00;0,07
1622,00;0,07
1623,00;0,07
1624,00;0,11
1625,00;0,07
1626,00;0,15
1627,00;0,11
1628,00;0,11
1629,00;0,22
1630,00;0,15
1631,00;0,07
1632,00;0,07
1633,00;0,07
1634,00;0,04
1635,00;0,04
1636,00;0,04
1637,00;0,11
1638,00;0,15
1639,00;0,15
1640,00;0,15
1641,00;0,15
1642,00;0,15
1643,00;0,11
1644,00;0,11
1645,00;0,07
1646,00;0,04
1647,00;0,00
1648,00;0,00
1649,00;0,04
1650,00;0,07
1651,00;0,18
1652,00;0,18
1653,00;0,18
